1001	0.1962
1002	0.1883
1003	0.1279
1004	0.6599
1005	0.4389
1006	0.34
1007	0.3523
1008	0.3094
1009	0.2871
1010	0.4047
1011	0.3186
1012	0.465
1013	0.3264
1014	0.2231
1015	0.3233
1016	0.5361
1017	0.3314
1018	0.2664
1019	0.08156
1020	0.3945
1021	0.2075
1022	0.1783
1023	0.3532
1024	0.3898
1025	0.2818
1026	0.1937
1027	0.3126
1028	0.2421
1029	0.1962
1030	0.1815
1031	0.2608
1032	0.7406
1033	0.1689
1034	0.4588
1035	0.3423
1036	0.382
1037	0.1019
1038	0.171
1039	0.1293
1040	0.3254
1041	0.2379
1042	0.7086
1043	0.1355
1044	0.2024
1045	0.4631
1046	0.3177
1047	0.5997
1048	0.3106
1049	0.2287
1050	0.1565
1051	0.1231
1052	0.5192
1053	0.1203
1054	0.1629
1055	0.3685
1056	0.6839
1057	0.5594
1058	0.1425
1059	0.1191
1060	0.7063
1061	0.2402
1062	0.3029
1063	0.1507
1064	0.2741
1065	0.1074
1066	0.1814
1067	0.2999
1068	0.2747
1069	0.2703
1070	0.3011
1071	0.501
1072	0.2626
1073	0.7907
1074	0.2765
1075	0.3014
1076	0.4923
1077	0.2923
1078	0.1504
1079	0.3007
1080	0.1255
1081	0.3201
1082	0.3109
1083	0.1889
1084	0.183
1085	0.2247
1086	0.2984
1087	0.3844
1088	0.3081
1089	0.3357
1090	0.2032
1091	0.2592
1092	0.6978
1093	0.1909
1094	0.1627
1095	0.1205
1096	0.2175
1097	0.1916
1098	0.1329
1099	0.5614
1100	0.4452
1101	0.379
1102	0.1032
1103	0.1331
1104	0.2812
1105	0.1905
1106	0.6013
1107	0.6362
1108	0.3756
1109	0.8208
1110	0.2666
1111	0.2441
1112	0.1653
1113	0.1151
1114	0.141
1115	0.7801
1116	0.2468
1117	0.3438
1118	0.5915
1119	0.5635
1120	0.5402
1121	0.1832
1122	0.4403
1123	0.1224
1124	0.3733
1125	0.7427
1126	0.3559
1127	0.2528
1128	0.4154
1129	0.3311
1130	0.4539
1131	0.08343
1132	0.1318
1133	0.4392
1134	0.4656
1135	0.2747
1136	0.203
1137	0.4193
1138	0.2545
1139	0.2025
1140	0.3174
1141	0.373
1142	0.1734
1143	0.2354
1144	0.5368
1145	0.2902
1146	0.3127
1147	0.2053
1148	0.2368
1149	0.1222
1150	0.2291
1151	0.4739
1152	0.2431
1153	0.3538
1154	0.3408
1155	0.5301
1156	0.3996
1157	0.2667
1158	0.1849
1159	0.2294
1160	0.2291
1161	0.3966
1162	0.1691
1163	0.6287
1164	0.1359
1165	0.3567
1166	0.1973
1167	0.2233
1168	0.3404
1169	0.2921
1170	0.3632
1171	0.3416
1172	0.3647
1173	0.2186
1174	0.1672
1175	0.258
1176	0.4753
1177	0.1568
1178	0.3103
1179	0.4014
1180	0.1154
1181	0.1376
1182	0.7309
1183	0.1502
1184	0.2577
1185	0.3898
1186	0.29
1187	0.1243
1188	0.487
1189	0.5817
1190	0.1999
1191	0.6564
1192	0.2388
1193	0.2313
1194	0.4504
1195	0.2364
1196	0.7574
1197	0.1851
1198	0.1462
1199	0.2001
1200	0.3434
1201	0.1234
1202	0.1729
1203	0.1109
1204	0.1073
1205	0.1528
1206	0.3637
1207	0.3641
1208	0.226
1209	0.4697
1210	0.2232
1211	0.569
1212	0.4721
1213	0.1928
1214	0.1771
1215	0.3198
1216	0.5412
1217	0.2664
1218	0.1641
1219	0.2414
1220	0.3474
1221	0.1308
1222	0.4273
1223	0.1712
1224	0.1623
1225	0.1413
1226	0.1049
1227	0.1309
1228	0.3203
1229	0.1219
1230	0.3455
1231	0.2748
1232	0.2016
1233	0.1282
1234	0.3455
1235	0.03341
1236	0.3073
1237	0.3029
1238	0.7284
1239	0.3439
