p[1]	1	5000
p[2]	5001	10000
p[3]	10001	15000
p[4]	15001	20000
p[5]	20001	25000
p[6]	25001	30000
p[7]	30001	35000
p[8]	35001	40000
p[9]	40001	45000
p[10]	45001	50000
p[11]	50001	55000
p[12]	55001	60000
sigesq	60001	65000
tau	65001	70000
tauprior	70001	75000
x[1]	75001	80000
x[2]	80001	85000
x[3]	85001	90000
x[4]	90001	95000
x[5]	95001	100000
x[6]	100001	105000
x[7]	105001	110000
x[8]	110001	115000
x[9]	115001	120000
x[10]	120001	125000
x[11]	125001	130000
x[12]	130001	135000
