1001	0.3628
1002	0.3072
1003	0.09489
1004	0.341
1005	0.2439
1006	0.4063
1007	0.1304
1008	0.2313
1009	0.194
1010	0.09888
1011	0.08006
1012	0.7101
1013	0.1225
1014	0.1687
1015	0.6737
1016	0.2604
1017	0.2245
1018	0.3855
1019	0.1357
1020	0.4001
1021	0.1214
1022	0.1523
1023	0.2345
1024	0.2703
1025	0.2245
1026	0.322
1027	0.2412
1028	0.2438
1029	0.1594
1030	0.5496
1031	0.1972
1032	0.1416
1033	0.3242
1034	0.2438
1035	0.3403
1036	0.3986
1037	0.3081
1038	0.2521
1039	0.442
1040	0.1546
1041	0.3489
1042	0.5611
1043	0.3608
1044	0.482
1045	0.05681
1046	0.2147
1047	0.8186
1048	0.3069
1049	0.287
1050	0.2881
1051	0.09987
1052	0.3681
1053	0.3926
1054	0.1655
1055	0.1411
1056	0.2715
1057	0.2962
1058	0.5009
1059	0.2102
1060	0.4964
1061	0.5501
1062	0.2918
1063	0.2288
1064	0.3051
1065	0.18
1066	0.1091
1067	0.5455
1068	0.6948
1069	0.3154
1070	0.1875
1071	0.2494
1072	0.3882
1073	0.244
1074	0.2188
1075	0.07863
1076	0.2578
1077	0.3647
1078	0.2684
1079	0.1867
1080	0.4156
1081	0.4171
1082	0.1853
1083	0.124
1084	0.1961
1085	0.2003
1086	0.1473
1087	0.09945
1088	0.1189
1089	0.3587
1090	0.07915
1091	0.2933
1092	0.2676
1093	0.5935
1094	0.5012
1095	0.3869
1096	0.19
1097	0.1312
1098	0.0572
1099	0.2191
1100	0.4759
1101	0.2257
1102	0.1382
1103	0.219
1104	0.6876
1105	0.1932
1106	0.227
1107	0.5848
1108	0.2729
1109	0.1157
1110	0.3838
1111	0.2824
1112	0.345
1113	0.2151
1114	0.2429
1115	0.2991
1116	0.1461
1117	0.1136
1118	0.2156
1119	0.2595
1120	0.4008
1121	0.2211
1122	0.155
1123	0.5119
1124	0.1091
1125	0.1331
1126	0.0513
1127	0.238
1128	0.1393
1129	0.2351
1130	0.09913
1131	0.2903
1132	0.2648
1133	0.2113
1134	0.4213
1135	0.3899
1136	0.3578
1137	0.4526
1138	0.4531
1139	0.213
1140	0.4142
1141	0.4054
1142	0.3946
1143	0.09014
1144	0.3835
1145	0.1547
1146	0.332
1147	0.5308
1148	0.2643
1149	0.09778
1150	0.1731
1151	0.1191
1152	0.4429
1153	0.2269
1154	0.1863
1155	0.8288
1156	0.3028
1157	0.3397
1158	0.5245
1159	0.5214
1160	0.3466
1161	0.1125
1162	0.1796
1163	0.245
1164	0.4256
1165	0.8171
1166	0.2936
1167	0.1987
1168	0.6536
1169	0.2108
1170	0.07542
1171	0.04308
1172	0.3295
1173	0.07991
1174	0.2132
1175	0.3936
1176	0.1982
1177	0.5276
1178	0.5295
1179	0.1973
1180	0.1391
1181	0.1368
1182	0.2624
1183	0.2282
1184	0.09239
1185	0.1377
1186	0.1194
1187	0.04411
1188	0.2999
1189	0.3994
1190	0.4343
1191	0.4563
1192	0.2228
1193	0.07704
1194	0.1781
1195	0.3411
1196	0.2543
1197	0.443
1198	0.2422
1199	0.223
1200	0.1694
1201	0.6265
1202	0.2604
1203	0.1651
1204	0.1387
1205	0.3044
1206	0.8537
1207	0.2732
1208	0.07814
1209	0.315
1210	0.7557
1211	0.3672
1212	0.3715
1213	0.2382
1214	0.4485
1215	0.3729
1216	0.2398
1217	0.1241
1218	0.1293
1219	0.2019
